Species Code,Prov Status Change Date,COSEWIC Comments,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status,Element Code
F-RHOS,15-May-19,NA,NA,NA,NA,NA,NA,1 - At Risk (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DAB;DCS,8,KBRD,Grand Forks;Midway,IDF;PP,NA,Native,Regularly occurring,NA,NA,N,Y,NA,AFCJB37050
F-RHUM,31-Jan-92,NA,NA,NA,NA,NA,NA,2 - May be at risk (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DAB;DCO;DCS;DKL;DOS,4;8,CKRD;KBRD;OSRD,Castlegar;Slocan;Grand Forks;Princeton;Trail;Montrose;Keremeos,BG;ICH;IDF,NA,Native,Regularly occurring,NA,NA,N,Y,NA,AFCJB37120
F-RHNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Gobiidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCQN15060
F-RHAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4G23010
F-RIBA,31-Jan-92,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,2;3;4;5;6;7;8;9,NA,NA,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCJB39010
F-RIMU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Gobiesocidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCXA03020
F-ROJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Bathymasteridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCRY03010
F-RUME,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E40020
F-SAAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Platytroctidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHK03010
F-SASA,20-Jan-03,NA,NA,NA,NA,NA,NA,4 - Secure,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,1;2;6,NA,NA,CDF;CWH;IDF,NA,Exotic,Regularly occurring,NA,NA,N,N,NA,AFCHA04060
F-SATR,20-Jan-03,NA,NA,NA,NA,NA,NA,7 - Exotic (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,1;4;8,NA,NA,CDF;CWH;ICH;IDF;PP,NA,Exotic,Regularly occurring,NA,NA,N,N,NA,AFCHA04070
F-SACO,02-Jan-12,NA,NA,NA,NA,NA,NA,3 - Sensitive (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCC;DCH;DCK;DCO;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;STRD;SCRD;CKRD;SLRD;TNRD;CSRD;CBRD;MWRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Delta;Telkwa;Stewart;Castlegar;Cranbrook;Cache Creek;Ashcroft;Hope;Invermere;Dawson Creek;Harrison Hot Springs;Pemberton;Radium Hot Springs;100 Mile House;Valemount;Terrace;Chase;Quesnel;Nakusp;Slocan;Northern Rockies;Taylor;Chetwynd;Mackenzie;Hazelton;New Hazelton;Fort St. James;Houston;Richmond;Fraser Lake;Vanderhoof;McBride;Clinton;Kent;New Denver;Silverton;Kaslo;Salmo;Creston;Fruitvale;Mission;Granisle;Elkford;Canal Flats;Clearwater;Wells;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Squamish;Kamloops;Vancouver;Burnaby;Revelstoke;Prince George;New Westminster;Salmon Arm;Kimberley;Golden;Trail;Sicamous;Hudsons Hope;Williams Lake;Pouce Coupe;Coquitlam;Rossland;Montrose;Warfield;Fort St. John;Tumbler Ridge;Merritt;Maple Ridge;Smithers;Sparwood;Logan Lake;Fernie;Lytton;Lillooet;Nelson,BG;BWBS;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,NA,Native,Regularly occurring,NA,NA,N,W,Currently the CDC is not mapping this species as it is quite wide spread.,AFCHA05020
F-SACO-10,24-Apr-18,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,Y,NA,AFCHA05122
F-SACO-12,24-Apr-18,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,Y,NA,AFCHA05124
F-SACO-11,24-Apr-18,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,NA,NA,AFCHA0502N
F-SACO-06,26-Apr-18,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DCK;DSC;DSQ,2,MVRD;PWRD;SCRD;SLRD;FVRD,NA,CDF;CWH;MH,NA,Native,Regularly occurring,NA,NA,Y,Y,NA,AFCHA0502Q
F-SAFO,20-Jan-03,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,1;2;3;4;5;6;7;8;9,NA,NA,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;IMA;MS;PP;SBPS;SBS,NA,Exotic,Regularly occurring,NA,NA,N,N,NA,AFCHA05030
F-SAMA,02-Jan-12,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQC;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;5;6;7;8;9,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;CBRD;MWRD;CCRD;SQCRD;KSRD;BNRD;PRRD;SKRD;OSRD;FVRD,Delta;Telkwa;Ucluelet;Stewart;Tofino;Lake Cowichan;Sayward;Victoria;Hope;Massett;Harrison Hot Springs;Pemberton;Anmore;Port Moody;Highlands;Cumberland;Terrace;Langford;Hazelton;New Hazelton;Houston;Richmond;Port Hardy;Alert Bay;Port McNeill;Port Alice;Kent;Zeballos;Tahsis;Lions Bay;Gibsons;Mission;Granisle;Sooke;Bowen Island;Central Saanich;Lantzville;Queen Charlotte (Village);Sechelt (Indian Government);Pitt Meadows;Port Coquitlam;Chilliwack;Oak Bay;Qualicum Beach;Langley (District);Abbotsford;Surrey;White Rock;View Royal;Comox;Colwood;Squamish;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;Esquimalt;North Cowichan;Port Alberni;New Westminster;Saanich;Port Clements;Ladysmith;Nanaimo;Prince Rupert;Duncan;Coquitlam;West Vancouver;Port Edward;Maple Ridge;Smithers;Belcarra;Kitimat;Gold River,BWBS;CDF;CWH;ESSF;ICH;MH;SBS,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA05040
F-SAMA-02,02-Jan-12,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,N,NA,AFCHA05042
F-SAMA-01,02-Jan-12,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,N,NA,AFCHA05041
F-SANA,04-Nov-00,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,2;3;4;5;6;7;8;9,NA,NA,BAFA;BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA05050
F-SAVI,02-Jan-12,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Percidae,NA,4;9,NA,NA,BG;BWBS;ICH;IDF,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCQC05020
F-SACH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCS306010
F-SASG,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Clupeiformes,Clupeidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCFA10010
F-SCJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCS307010
F-SCMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Melamphaidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC9C03010
F-SCHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Notosudidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC8H01010
F-SCMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E13010
F-SCCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scytalinidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCSG01010
F-SEAL,NA,NA,NA,NA,NA,NA,Type 1 and Type 2,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06010
F-SEAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06020
F-SEAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06040
F-SEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06050
F-SEBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06060
F-SEBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06070
F-SEBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06080
F-SECA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06100
F-SECH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06110
F-SECI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06130
F-SECR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06150
F-SEDI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06170
F-SEEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06180
F-SEEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06190
F-SEEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06210
F-SEFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06240
F-SEGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06260
F-SEHE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06270
F-SEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06290
F-SEMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06330
F-SEME,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06350
F-SEML,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06370
F-SEMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06390
F-SEMY,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06400
F-SENE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06410
F-SENI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06420
F-SEPA,31-Dec-02,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06440
F-SEPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06460
F-SEPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06470
F-SEPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06480
F-SERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06500
F-SERU,NA,Pacific Ocean outside waters and inside waters populations.,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06530
F-SERF,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06560
F-SESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06570
F-SEVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06700
F-SEVA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06630
F-SEWI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06640
F-SEZA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A06650
F-SEAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A07010
F-SEAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4A07020
F-SELA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCQZ11040
F-SEPO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Sciaenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCQH16010
F-SEJE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Anguilliformes,Serrivomeridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCEK01010
F-SOPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Squaliformes,Somniosidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFDEA06020
F-SPGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Ophidiiformes,Ophidiidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMD08010
F-SPAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Sphyraenidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCQV01010
F-SPSP-01,15-May-19,NA,NA,NA,NA,NA,NA,5 - Undetermined (2000),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,DCK,2,MVRD;FVRD,Harrison Hot Springs;Kent;Pitt Meadows,CWH,NA,Native,Regularly occurring,NA,NA,Y,Y,NA,AFCHB03030
F-SPST,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHB03020
F-SPTH,15-May-19,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,2;6,NA,NA,CDF;CWH,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHB03010
F-SQSU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Squaliformes,Squalidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFDEA07040
F-STXY,24-Aug-05,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4F15010
F-STLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCVH07010
F-STNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCVH07020
