Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Classification Level,Name Category,Species Code,Element Code,Class (English),Kingdom,Phylum,Class,Order,Family,Ecosystem Group,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,BC List,Provincial FRPA,Prov Wildlife Act,COSEWIC,COSEWIC Comments,SARA,SARA Comments,General Status Canada,Migratory Bird Convention Act,GOERT,CITES,Land Use Objectives,Origin,Presence,Breeding Bird,Endemic,CDC Maps,Mapping Comment,BGC,ENV Regional Boundaries,Ecosections,Regional Districts,Municipalities,"Habitats
(Type / Subtype / Dependence)"
Aphanopus carbo,NA,Black Scabbardfish,NA,Species,Vertebrate Animal,F-APCA,AFCS211010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Trichiuridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Apodichthys flavidus,NA,Penpoint Gunnel,NA,Species,Vertebrate Animal,F-APFL,AFCQR03020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Pholidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Apodichthys fucorum,NA,Rockweed Gunnel,NA,Species,Vertebrate Animal,F-APFU,AFCQR03010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Pholidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Apristurus brunneus,NA,Brown Cat Shark,NA,Species,Vertebrate Animal,F-APBR,AFDDF01010,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,DD (Apr 2007),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Aptocyclus ventricosus,NA,Smooth Lumpsucker,NA,Species,Vertebrate Animal,F-APVE,AFC4G08010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cyclopteridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Arctozenus risso,NA,White Barracudina,NA,Species,Vertebrate Animal,F-ARRI,AFC8D02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Aulopiformes,Paralepididae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Argyropelecus sladeni,NA,Lowcrest Hatchetfish,NA,Species,Vertebrate Animal,F-ARSL,AFC7C01020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Stomiiformes,Sternoptychidae,NA,G5,Mar-09,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Aristostomias scintillans,NA,Shining Loosejaw,NA,Species,Vertebrate Animal,F-ARSC,AFC7B04010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Stomiiformes,Stomiidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Artedius fenestralis,NA,Padded Sculpin,NA,Species,Vertebrate Animal,F-ARFE,AFC4E23020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Artedius harringtoni,NA,Scalyhead Sculpin,NA,Species,Vertebrate Animal,F-ARHA,AFC4E23030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Artedius lateralis,NA,Smoothhead Sculpin,NA,Species,Vertebrate Animal,F-ARLA,AFC4E23040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Ascelichthys rhodorus,NA,Rosylip Sculpin,NA,Species,Vertebrate Animal,F-ASRH,AFC4E24010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Asemichthys taylori,Radulinus taylori,Spinynose Sculpin,NA,Species,Vertebrate Animal,F-ASTA,AFC4E25010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,DD (May 1997),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Atheresthes stomias,NA,Arrowtooth,NA,Species,Vertebrate Animal,F-ATST,AFCTB19020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Atherinops affinis,NA,Topsmelt,NA,Species,Vertebrate Animal,F-ATAF,AFCND04010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Atheriniformes,Atherinopsidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Atractoscion nobilis,NA,White Seabass,NA,Species,Vertebrate Animal,F-ATNO,AFCQH10010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Sciaenidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Aulorhynchus flavidus,NA,Tube-snout,NA,Species,Vertebrate Animal,F-AUFL,AFCPA05010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Aulorhynchidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Avocettina infans,NA,Closespine Snipe Eel,NA,Species,Vertebrate Animal,F-AVIN,AFCEJ02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Anguilliformes,Nemichthyidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Balistes polylepis,NA,Finescale Triggerfish,NA,Species,Vertebrate Animal,F-BAPO,AFC3B03020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Tetraodontiformes,Balistidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Barbourisia rufa,NA,Velvet Whalefish,NA,Species,Vertebrate Animal,F-BARU,AFC9B02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Barbourisiidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathophilus flemingi,NA,Highfin Dragonfish,NA,Species,Vertebrate Animal,F-BAFL,AFC7B05010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Stomiiformes,Stomiidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyagonus alascanus,NA,Gray Starsnout,NA,Species,Vertebrate Animal,F-BAAL,AFC4F06010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyagonus infraspinatus,NA,Spinycheek Starsnout,NA,Species,Vertebrate Animal,F-BAIN,AFC4F06020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyagonus nigripinnis,NA,Blackfin Poacher,NA,Species,Vertebrate Animal,F-BANI,AFC4F06030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyagonus pentacanthus,NA,Bigeye Poacher,NA,Species,Vertebrate Animal,F-BAPE,AFC4F06040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathylagus pacificus,NA,Slender Blacksmelt,NA,Species,Vertebrate Animal,F-BAPA,AFCHF02020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathylychnops exilis,NA,Javelin Spookfish,NA,Species,Vertebrate Animal,F-BAEX,AFCHG02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Argentiniformes,Opisthoproctidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathymaster caeruleofasciatus,NA,Alaskan Ronquil,NA,Species,Vertebrate Animal,F-BACA,AFCRY01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Bathymasteridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathymaster signatus,NA,Searcher,NA,Species,Vertebrate Animal,F-BASI,AFCRY01020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Bathymasteridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyraja abyssicola,NA,Abyssal Skate,NA,Species,Vertebrate Animal,F-BAAB,AFDFD02080,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyraja aleutica,NA,Aleutian Skate,NA,Species,Vertebrate Animal,F-BAAE,AFDFD02010,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyraja interrupta,NA,Sandpaper Skate,NA,Species,Vertebrate Animal,F-BAIT,AFDFD02030,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,G5,Apr-17,SNR,NA,NA,Not Reviewed,NA,NA,NAR (Apr 2007),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyraja minispinosa,NA,Whitebrow Skate,NA,Species,Vertebrate Animal,F-BAMI,AFDFD02140,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,G5,Feb-08,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyraja parmifera,NA,Alaska Skate,NA,Species,Vertebrate Animal,F-BAPR,AFDFD02040,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bathyraja trachura,NA,Roughtail Skate,NA,Species,Vertebrate Animal,F-BATR,AFDFD02060,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Benthalbella dentata,NA,Northern Pearleye,NA,Species,Vertebrate Animal,F-BEDE,AFC8G01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Aulopiformes,Scopelarchidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Benthalbella linguidens,NA,Longfin Pearleye,NA,Species,Vertebrate Animal,F-BELI,AFC8G01020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Aulopiformes,Scopelarchidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Benthodesmus pacificus,NA,Frostfish,NA,Species,Vertebrate Animal,F-BEPA,AFCS202020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Trichiuridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Benthodesmus tenuis,NA,Javelinfish,NA,Species,Vertebrate Animal,F-BETE,AFCS202040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Trichiuridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Blepsias bilobus,NA,Crested Sculpin,NA,Species,Vertebrate Animal,F-BLBI,AFC4E26010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Blepsias cirrhosus,NA,Silverspotted Sculpin,NA,Species,Vertebrate Animal,F-BLCI,AFC4E26020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bothragonus swanii,NA,Rockhead,NA,Species,Vertebrate Animal,F-BOSW,AFC4F07010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bothrocara brunneum,NA,Twoline Eelpout,NA,Species,Vertebrate Animal,F-BOBR,AFCS802020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bothrocara molle,NA,Soft Eelpout,NA,Species,Vertebrate Animal,F-BOMO,AFCS802030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bothrocara pusillum,NA,Alaska Eelpout,NA,Species,Vertebrate Animal,F-BOPU,AFCMG02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Brachyistius frenatus,NA,Kelp Perch,NA,Species,Vertebrate Animal,F-BRFR,AFCQK04010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Brama japonica,NA,Pacific Pomfret,NA,Species,Vertebrate Animal,F-BRJA,AFCRH01040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Bramidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Brosmophycis marginata,NA,Red Brotula,NA,Species,Vertebrate Animal,F-BRMA,AFCME01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Ophidiiformes,Bythitidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Bryozoichthys marjorius,NA,Pearly Prickleback,NA,Species,Vertebrate Animal,F-BRMR,AFCSC06020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Carassius auratus,NA,Goldfish,NA,Species,Vertebrate Animal,F-CAAU,AFCJB04010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,G5,Sep-96,SNA,May-19,Jan-03,Exotic,NA,NA,NA,NA,NA,NA,7 - Exotic(2005),NA,NA,NA,NA,Exotic,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Carcharodon carcharias,NA,White Shark,NA,Species,Vertebrate Animal,F-CACA,AFDDE01010,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Lamniformes,Lamnidae,NA,G2,Jun-14,SNR,NA,NA,Not Reviewed,NA,NA,DD (Apr 2006),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Careproctus cypselurus,NA,Falcate Snailfish,NA,Species,Vertebrate Animal,F-CACY,AFC4G09150,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Careproctus gilberti,NA,Longfin Snailfish,NA,Species,Vertebrate Animal,F-CAGI,AFC4G09070,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Careproctus melanurus,NA,Blacktail Snailfish,NA,Species,Vertebrate Animal,F-CAME,AFC4G09020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Careproctus oregonensis,NA,Smallfin Snailfish,NA,Species,Vertebrate Animal,F-CAOR,AFC4G09120,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Careproctus ovigerum,NA,Abyssal Snailfish,NA,Species,Vertebrate Animal,F-CAOV,AFC4G09130,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Caristius macropus,NA,Manefish,NA,Species,Vertebrate Animal,F-CAMC,AFCQ101010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Caristiidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Catostomus bondi,Catostomus platyrhynchus,Cordilleran Sucker,Mountain Sucker,Species,Vertebrate Animal,F-CABO,AFCJC02310,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,GNR,NA,S3?,May-19,May-19,Blue,NA,NA,T (Dec 2022),NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,Y,NA,BG; CWH; IDF; PP,NA,NA,NA,NA,NA
Catostomus catostomus,NA,Longnose Sucker,NA,Species,Vertebrate Animal,F-CACT,AFCJC02030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,G5,Aug-15,S5,May-19,Jan-92,Yellow,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Catostomus columbianus,NA,Bridgelip Sucker,NA,Species,Vertebrate Animal,F-CACO,AFCJC02050,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,G5,Feb-16,S5,May-19,Jan-03,Yellow,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Catostomus commersonii,NA,White Sucker,NA,Species,Vertebrate Animal,F-CACM,AFCJC02060,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,G5,Aug-15,S5,May-19,Jan-92,Yellow,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Catostomus macrocheilus,NA,Largescale Sucker,NA,Species,Vertebrate Animal,F-CAMA,AFCJC02280,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,G5,May-16,S5,May-19,Jan-92,Yellow,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Catostomus sp. 4,NA,Salish Sucker,NA,Species,Vertebrate Animal,F-CASP-04,AFCJC02260,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,G1,Jun-11,S2,May-19,May-19,Red,NA,NA,E (May 2024),NA,1-T (Jan 2005),NA,1 - At Risk(2000),NA,NA,NA,NA,Native,Regularly occurring,NA,N,Y,NA,CWH,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 8- Okanagan,Central Pacific Ranges; Eastern Pacific Ranges; Fraser Lowland; Georgia Lowland; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Leeward Pacific Ranges; Nanaimo Lowland; Nicola Basin; Northwestern Cascade Ranges; Okanagan Range; Outer Fjordland; Pavilion Ranges; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Princeton; Squamish; Whistler; Pemberton; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,NA
Caulolatilus princeps,NA,Ocean Whitefish,NA,Species,Vertebrate Animal,F-CAPR,AFCRE01050,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Malacanthidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Ceratias holboelli,NA,Deepsea Angler,NA,Species,Vertebrate Animal,F-CEHO,AFCYE02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Lophiiformes,Ceratiidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
